_id,date,center_name,attendance_count
26576458,2023-08-21,Arlington Community Center,3
26576459,2023-08-21,Ammon Community Center,17
26576460,2023-08-21,Magee Community Center,12
26576461,2023-08-21,Ormsby Community Center,8
26576462,2023-08-21,Paulson Community Center,6
26576463,2023-08-21,West Penn Community Center,62
26576464,2023-08-20,Ammon Community Center,1
26576465,2023-08-19,Warrington Community Center,2
26576466,2023-08-19,Ammon Community Center,6
26576467,2023-08-19,Paulson Community Center,11
26576468,2023-08-19,West Penn Community Center,12
26576469,2023-08-18,Warrington Community Center,1
26576470,2023-08-18,Phillips Community Center,40
26576471,2023-08-18,Ammon Community Center,17
26576472,2023-08-18,Arlington Community Center,1
26576473,2023-08-18,Brookline Community Center,21
26576474,2023-08-18,Magee Community Center,11
26576475,2023-08-18,Paulson Community Center,11
26576476,2023-08-18,Ormsby Community Center,2
26576477,2023-08-18,West Penn Community Center,513
26576478,2023-08-17,Phillips Community Center,42
26576479,2023-08-17,Warrington Community Center,6
26576480,2023-08-17,Arlington Community Center,17
26576481,2023-08-17,Ammon Community Center,39
26576482,2023-08-17,Brookline Community Center,13
26576483,2023-08-17,Magee Community Center,9
26576484,2023-08-17,Ormsby Community Center,7
26576485,2023-08-17,Paulson Community Center,7
26576486,2023-08-17,West Penn Community Center,49
26576487,2023-08-16,Warrington Community Center,17
26576488,2023-08-16,Phillips Community Center,32
26576489,2023-08-16,Ammon Community Center,19
26576490,2023-08-16,Arlington Community Center,7
26576491,2023-08-16,Brookline Community Center,24
26576492,2023-08-16,Magee Community Center,15
26576493,2023-08-16,Paulson Community Center,6
26576494,2023-08-16,Ormsby Community Center,4
26576495,2023-08-16,West Penn Community Center,28
26576496,2023-08-15,Phillips Community Center,40
26576497,2023-08-15,Warrington Community Center,8
26576498,2023-08-15,Ammon Community Center,14
26576499,2023-08-15,Brookline Community Center,38
26576500,2023-08-15,Jefferson Community Center,24
26576501,2023-08-15,Magee Community Center,8
26576502,2023-08-15,Ormsby Community Center,8
26576503,2023-08-15,Paulson Community Center,3
26576504,2023-08-15,West Penn Community Center,49
26576505,2023-08-14,Warrington Community Center,9
26576506,2023-08-14,Phillips Community Center,35
26576507,2023-08-14,Ammon Community Center,13
26576508,2023-08-14,Arlington Community Center,9
26576509,2023-08-14,Jefferson Community Center,28
26576510,2023-08-14,Brookline Community Center,31
26576511,2023-08-14,Magee Community Center,10
26576512,2023-08-14,Paulson Community Center,4
26576513,2023-08-14,Ormsby Community Center,4
26576514,2023-08-14,West Penn Community Center,47
26576515,2023-08-12,Phillips Community Center,2
26576516,2023-08-12,Ormsby Community Center,2
26576517,2023-08-12,Paulson Community Center,6
26576518,2023-08-11,Phillips Community Center,30
26576519,2023-08-11,Warrington Community Center,14
26576520,2023-08-11,Arlington Community Center,1
26576521,2023-08-11,Ammon Community Center,30
26576522,2023-08-11,Brookline Community Center,23
26576523,2023-08-11,Magee Community Center,18
26576524,2023-08-11,Ormsby Community Center,7
26576525,2023-08-11,West Penn Community Center,44
26576526,2023-08-10,Warrington Community Center,7
26576527,2023-08-10,Phillips Community Center,27
26576528,2023-08-10,Ammon Community Center,48
26576529,2023-08-10,Arlington Community Center,3
26576530,2023-08-10,Brookline Community Center,33
26576531,2023-08-10,Jefferson Community Center,29
26576532,2023-08-10,Magee Community Center,9
26576533,2023-08-10,Ormsby Community Center,6
26576534,2023-08-10,Paulson Community Center,14
26576535,2023-08-10,West Penn Community Center,39
26576536,2023-08-09,Phillips Community Center,37
26576537,2023-08-09,Warrington Community Center,19
26576538,2023-08-09,Ammon Community Center,53
26576539,2023-08-09,Jefferson Community Center,26
26576540,2023-08-09,Brookline Community Center,32
26576541,2023-08-09,Magee Community Center,17
26576542,2023-08-09,Paulson Community Center,10
26576543,2023-08-09,Ormsby Community Center,13
26576544,2023-08-09,West Penn Community Center,120
26576545,2023-08-08,Warrington Community Center,15
26576546,2023-08-08,Phillips Community Center,35
26576547,2023-08-08,Ammon Community Center,61
26576548,2023-08-08,Arlington Community Center,1
26576549,2023-08-08,Brookline Community Center,32
26576550,2023-08-08,Jefferson Community Center,11
26576551,2023-08-08,Magee Community Center,22
26576552,2023-08-08,Ormsby Community Center,11
26576553,2023-08-08,West Penn Community Center,52
26576554,2023-08-07,Phillips Community Center,28
26576555,2023-08-07,Warrington Community Center,4
26576556,2023-08-07,Arlington Community Center,1
26576557,2023-08-07,Ammon Community Center,20
26576558,2023-08-07,Jefferson Community Center,26
26576559,2023-08-07,Brookline Community Center,50
26576560,2023-08-07,Magee Community Center,27
26576561,2023-08-07,Ormsby Community Center,3
26576562,2023-08-07,Paulson Community Center,5
26576563,2023-08-07,West Penn Community Center,38
26576564,2023-08-05,Warrington Community Center,1
26576565,2023-08-05,Ammon Community Center,1
26576566,2023-08-05,Paulson Community Center,9
26576567,2023-08-05,Ormsby Community Center,8
26576568,2023-08-05,West Penn Community Center,10
26576569,2023-08-04,Warrington Community Center,101
26576570,2023-08-04,Phillips Community Center,42
26576571,2023-08-04,Ammon Community Center,13
26576572,2023-08-04,Brookline Community Center,36
26576573,2023-08-04,Magee Community Center,10
26576574,2023-08-04,Ormsby Community Center,16
26576575,2023-08-04,Paulson Community Center,10
26576576,2023-08-04,West Penn Community Center,44
26576577,2023-08-03,Phillips Community Center,34
26576578,2023-08-03,Warrington Community Center,99
26576579,2023-08-03,Ammon Community Center,3
26576580,2023-08-03,Brookline Community Center,25
26576581,2023-08-03,Jefferson Community Center,23
26576582,2023-08-03,Magee Community Center,8
26576583,2023-08-03,Ormsby Community Center,6
26576584,2023-08-03,West Penn Community Center,38
26576585,2023-08-02,Warrington Community Center,83
26576586,2023-08-02,Phillips Community Center,15
26576587,2023-08-02,Ammon Community Center,5
26576588,2023-08-02,Arlington Community Center,8
26576589,2023-08-02,Jefferson Community Center,16
26576590,2023-08-02,Brookline Community Center,29
26576591,2023-08-02,Magee Community Center,3
26576592,2023-08-02,Ormsby Community Center,4
26576593,2023-08-02,Paulson Community Center,5
26576594,2023-08-02,West Penn Community Center,32
26576595,2023-08-01,Phillips Community Center,30
26576596,2023-08-01,Warrington Community Center,7
26576597,2023-08-01,Arlington Community Center,2
26576598,2023-08-01,Ammon Community Center,9
26576599,2023-08-01,Brookline Community Center,36
26576600,2023-08-01,Jefferson Community Center,18
26576601,2023-08-01,Magee Community Center,11
26576602,2023-08-01,Paulson Community Center,10
26576603,2023-08-01,Ormsby Community Center,12
26576604,2023-08-01,West Penn Community Center,35
26576605,2023-07-31,Warrington Community Center,92
26576606,2023-07-31,Phillips Community Center,27
26576607,2023-07-31,Ammon Community Center,15
26576608,2023-07-31,Arlington Community Center,4
26576609,2023-07-31,Jefferson Community Center,21
26576610,2023-07-31,Brookline Community Center,41
26576611,2023-07-31,Magee Community Center,21
26576612,2023-07-31,Ormsby Community Center,5
26576613,2023-07-31,Paulson Community Center,10
26576614,2023-07-31,West Penn Community Center,35
26576615,2023-07-29,Paulson Community Center,3
26576616,2023-07-29,Ormsby Community Center,7
26576617,2023-07-29,West Penn Community Center,33
26576618,2023-07-28,Phillips Community Center,8
26576619,2023-07-28,Warrington Community Center,86
26576620,2023-07-28,Arlington Community Center,1
26576621,2023-07-28,Ammon Community Center,9
26576622,2023-07-28,Brookline Community Center,27
26576623,2023-07-28,Jefferson Community Center,27
26576624,2023-07-28,Magee Community Center,17
26576625,2023-07-28,Ormsby Community Center,7
26576626,2023-07-28,Paulson Community Center,11
26576627,2023-07-28,West Penn Community Center,33
26576628,2023-07-27,Warrington Community Center,109
26576629,2023-07-27,Phillips Community Center,11
26576630,2023-07-27,Ammon Community Center,1
26576631,2023-07-27,Arlington Community Center,7
26576632,2023-07-27,Brookline Community Center,49
26576633,2023-07-27,Magee Community Center,16
26576634,2023-07-27,Paulson Community Center,10
26576635,2023-07-27,Ormsby Community Center,8
26576636,2023-07-27,West Penn Community Center,15
26576637,2023-07-26,Phillips Community Center,14
26576638,2023-07-26,Warrington Community Center,90
26576639,2023-07-26,Arlington Community Center,11
26576640,2023-07-26,Ammon Community Center,7
26576641,2023-07-26,Brookline Community Center,37
26576642,2023-07-26,Jefferson Community Center,22
26576643,2023-07-26,Magee Community Center,17
26576644,2023-07-26,Ormsby Community Center,6
26576645,2023-07-26,Paulson Community Center,14
26576646,2023-07-26,West Penn Community Center,26
26576647,2023-07-25,Warrington Community Center,82
26576648,2023-07-25,Phillips Community Center,38
26576649,2023-07-25,Ammon Community Center,9
26576650,2023-07-25,Jefferson Community Center,20
26576651,2023-07-25,Brookline Community Center,40
26576652,2023-07-25,Magee Community Center,15
26576653,2023-07-25,Paulson Community Center,11
26576654,2023-07-25,Ormsby Community Center,3
26576655,2023-07-25,West Penn Community Center,69
26576656,2023-07-24,Phillips Community Center,10
26576657,2023-07-24,Warrington Community Center,91
26576658,2023-07-24,Ammon Community Center,10
26576659,2023-07-24,Arlington Community Center,4
26576660,2023-07-24,Brookline Community Center,52
26576661,2023-07-24,Jefferson Community Center,22
26576662,2023-07-24,Magee Community Center,12
26576663,2023-07-24,Ormsby Community Center,12
26576664,2023-07-24,Paulson Community Center,1
26576665,2023-07-24,West Penn Community Center,39
26576666,2023-07-22,Phillips Community Center,1
26576667,2023-07-22,Ammon Community Center,1
26576668,2023-07-22,Paulson Community Center,11
26576669,2023-07-22,Ormsby Community Center,3
26576670,2023-07-22,West Penn Community Center,10
26576671,2023-07-21,Phillips Community Center,11
26576672,2023-07-21,Warrington Community Center,59
26576673,2023-07-21,Ammon Community Center,15
26576674,2023-07-21,Arlington Community Center,1
26576675,2023-07-21,Brookline Community Center,22
26576676,2023-07-21,Magee Community Center,18
26576677,2023-07-21,Ormsby Community Center,6
26576678,2023-07-21,Paulson Community Center,8
26576679,2023-07-21,West Penn Community Center,23
26576680,2023-07-20,Warrington Community Center,64
26576681,2023-07-20,Phillips Community Center,17
26576682,2023-07-20,Arlington Community Center,14
26576683,2023-07-20,Ammon Community Center,12
26576684,2023-07-20,Brookline Community Center,27
26576685,2023-07-20,Magee Community Center,20
26576686,2023-07-20,Paulson Community Center,9
26576687,2023-07-20,Ormsby Community Center,6
26576688,2023-07-20,West Penn Community Center,87
26576689,2023-07-19,Phillips Community Center,34
26576690,2023-07-19,Warrington Community Center,6
26576691,2023-07-19,Ammon Community Center,18
26576692,2023-07-19,Brookline Community Center,13
26576693,2023-07-19,Magee Community Center,12
26576694,2023-07-19,Ormsby Community Center,7
26576695,2023-07-19,Paulson Community Center,6
26576696,2023-07-19,West Penn Community Center,31
26576697,2023-07-18,Phillips Community Center,23
26576698,2023-07-18,Ammon Community Center,13
26576699,2023-07-18,Brookline Community Center,30
26576700,2023-07-18,Magee Community Center,8
26576701,2023-07-18,Paulson Community Center,7
26576702,2023-07-18,Ormsby Community Center,8
26576703,2023-07-18,West Penn Community Center,100
26576704,2023-07-17,Phillips Community Center,19
26576705,2023-07-17,Warrington Community Center,81
26576706,2023-07-17,Ammon Community Center,15
26576707,2023-07-17,Brookline Community Center,27
26576708,2023-07-17,Magee Community Center,34
26576709,2023-07-17,Ormsby Community Center,14
26576710,2023-07-17,Paulson Community Center,11
26576711,2023-07-17,West Penn Community Center,37
26576712,2023-07-15,Phillips Community Center,2
26576713,2023-07-15,Ammon Community Center,1
26576714,2023-07-15,Paulson Community Center,11
26576715,2023-07-15,Ormsby Community Center,3
26576716,2023-07-15,West Penn Community Center,47
26576717,2023-07-14,Phillips Community Center,20
26576718,2023-07-14,Warrington Community Center,25
26576719,2023-07-14,Ammon Community Center,7
26576720,2023-07-14,Brookline Community Center,43
26576721,2023-07-14,Jefferson Community Center,20
26576722,2023-07-14,Magee Community Center,7
26576723,2023-07-14,Ormsby Community Center,7
26576724,2023-07-14,Paulson Community Center,5
26576725,2023-07-14,West Penn Community Center,29
26576726,2023-07-13,Warrington Community Center,108
26576727,2023-07-13,Phillips Community Center,53
26576728,2023-07-13,Ammon Community Center,79
26576729,2023-07-13,Arlington Community Center,3
26576730,2023-07-13,Brookline Community Center,45
26576731,2023-07-13,Magee Community Center,4
26576732,2023-07-13,Paulson Community Center,8
26576733,2023-07-13,Ormsby Community Center,4
26576734,2023-07-13,West Penn Community Center,180
26576735,2023-07-12,Phillips Community Center,11
26576736,2023-07-12,Warrington Community Center,122
26576737,2023-07-12,Arlington Community Center,6
26576738,2023-07-12,Ammon Community Center,27
26576739,2023-07-12,Brookline Community Center,39
26576740,2023-07-12,Jefferson Community Center,32
26576741,2023-07-12,Magee Community Center,22
26576742,2023-07-12,Ormsby Community Center,8
26576743,2023-07-12,Paulson Community Center,8
26576744,2023-07-12,West Penn Community Center,45
26576745,2023-07-11,Warrington Community Center,108
26576746,2023-07-11,Phillips Community Center,45
26576747,2023-07-11,Ammon Community Center,49
26576748,2023-07-11,Jefferson Community Center,24
26576749,2023-07-11,Brookline Community Center,48
26576750,2023-07-11,Magee Community Center,20
26576751,2023-07-11,Paulson Community Center,12
26576752,2023-07-11,Ormsby Community Center,8
26576753,2023-07-11,West Penn Community Center,136
26576754,2023-07-10,Phillips Community Center,25
